ETC_20150323_009652	#今結界を発動します。
UI_20160224_002102	#キャラクター情報ウィンドウで残り時間を確認することができます。{/}
UI_20160224_002103	#データを受信中です。
UI_20160224_002104	#{@st66b}ランキング{/}
UI_20160224_002105	#{@st66b}観戦する
UI_20160224_002106	#{@st41b}観戦終了
UI_20160224_002107	#ブルーチーム
UI_20160224_002108	#レッドチーム
UI_20160224_002109	#{@59}新しいウィンドウで表示{/}
UI_20160224_002110	#冒険日誌に登録されました。
UI_20160224_002111	#{@st41}交換
UI_20160224_002112	#幸せな国に来て
UI_20160224_002113	#チームバトルリーグ日程
UI_20160224_002114	#最近完全
UI_20160224_002115	#{@st45tw2}タイプ{/}
UI_20160224_002116	#{@st41c}%s人{/}
UI_20160224_002117	#{@st41c}%s分{/}
UI_20160224_002118	#ミールティス支配が消えた修正鉱山のテンプルシューターがブーベを再び呼び入れています。{nl}テンプルシューターを倒して修正鉱山が再び安全になるように助けてください。
UI_20160224_002119	#{@st41c}%s枚{/}
UI_20160224_002120	#名前とクラス
UI_20160224_002121	#{@st41b}更新
UI_20160224_002122	#最近行われた観覧リスト
UI_20160224_002123	#観戦する
UI_20160224_002124	#{#000000}%sワット{/}
UI_20160224_002125	#{@st66b}ポイントショップ
UI_20160224_002126	#毎日の獲得ポイント
UI_20160224_002127	#現在購入のポイント
UI_20160224_002128	#完全
UI_20160224_002129	#アーカイブ
UI_20160224_002130	#%s位
UI_20160224_002133	#最大バフ適用数の増加
UI_20160310_002134	#{@st65}ダメージ%s {/}
UI_20160310_002135	#{@st65} {s12}達成{/}
UI_20160310_002136	#{#16120e}達成{/}
UI_20160310_002137	#回数：%s
UI_20160310_002138	#ダメージ：%s
UI_20160310_002139	#{@sti9}Kill Rank
UI_20160310_002140	#{@sti9}Damage Rank
ETC_20150807_014187	#広域攻撃の割合{img red_up_arrow 16 16} 2増加
ETC_20150807_014188	#電気属性の攻撃力{img red_up_arrow 16 16} 30増加
ETC_20150807_014189	#防御力{img red_up_arrow 16 16} 6増加
ETC_20150807_014190	#暗黒属性の攻撃力{img red_up_arrow 16 16} 30増加
ETC_20150807_014191	#移動速度{img red_up_arrow 16 16} 5増加
ETC_20150807_014192	#火属性抵抗力{img red_up_arrow 16 16} 15増加
ETC_20150807_014193	#神聖属性攻撃力{img red_up_arrow 16 16} 168 {nl}闇属性攻撃力{img red_up_arrow 16 16} 168
ETC_20150807_014194	#HP回復{img red_up_arrow 16 16} 16
ETC_20150807_014195	#すべてのステータス{img red_up_arrow 16 16} 1
ETC_20150807_014196	#地属性追加ダメージ{img red_up_arrow 16 16} 12
ETC_20150807_014197	#火属性抵抗力{img red_up_arrow 16 16} 16
ETC_20150807_014198	#悪魔型対象の攻撃力{img red_up_arrow 16 16} 6
ETC_20150807_014199	#悪魔型対象の攻撃力{img red_up_arrow 16 16} 8
ETC_20150807_014200	#基本攻撃時1%の確率で30秒間、悪魔型対象の攻撃力{img red_up_arrow 16 16} 157
ETC_20150807_014201	#すべてのステータス{img red_up_arrow 16 16} 3
ETC_20150807_014202	#体力ステータス{img red_up_arrow 16 16} 5
ETC_20150807_014203	#スタミナ{img red_up_arrow 16 16} 10
ETC_20150807_014204	#闇属性抵抗力{img red_up_arrow 16 16} 10
ETC_20150807_014205	#精神{img red_up_arrow 16 16} 6
ETC_20150918_014229	#刑務所62_1
ETC_20150918_014230	#刑務所62_2
ETC_20150918_014231	#刑務所62_3
ETC_20150918_014278	#それぞれのコンテンツは、特定の条件を満足する場合にのみ、パーティー、イベントにさらされ、パーティー単位で参加することができます。
ETC_20150918_014282	#ワープスクロールを再利用して、最後にワープスクロールを使った場所に迅速に戻ることができます。
ETC_20150918_014289	#センチュリオンはフォーメーションの範囲内に入ってくるユーザーのキャラクターを部隊員に招集して、一時的にそのキャラクターの制御を取得します。{nl} {nl}センチュリオンは、招集された文字がフォーメーションを離脱するまで、そのキャラクターの制御を得るされ、招集された文字は、いつでもフォーメーションを離脱することができます。
ETC_20150918_014303	#フレアの有人た魔族退治
ETC_20150918_014305	#逃げる隙を稼ぐサイクル
ETC_20150918_014306	#ヒクソンを部隊に連れて周期
ETC_20150918_014307	#エミーネントの魔方陣
ETC_20150918_014308	#指定されたデバイスのみ有効
ETC_20150918_014310	#モンスターの生命力で魔力充電する
ETC_20150918_014317	#バーの後ろに格子格子
ETC_20150918_014321	#生前の記憶魂
ETC_20150918_014324	#蘇った信徒収拾する
ETC_20150918_014328	#荘園の所有権火燃やす
ETC_20150918_014330	#魔族の生命体の入手
ETC_20150918_014333	#魔族の骨を使用して、魔族の生気を吸い取るください
ETC_20150918_014335	#魂連れと過去にあったことを知っていること
ETC_20150918_014337	#魂を連れて来てください
ETC_20150918_014338	#成仏（2）
ETC_20150918_014339	#フクロウ像をインストールする
ETC_20150918_014340	#フクロウ像の近くに魂を導くため
ETC_20150918_014344	#魔族の抵抗装置の修理に必要な部品を検索
ETC_20150918_014346	#パワー充電する
ETC_20150918_014348	#反逆者の伝言
ETC_20150918_014357	#神聖属性攻撃力{img green_up_arrow 16 16} 168 {nl}闇属性攻撃力{img green_up_arrow 16 16} 168
ETC_20150918_014370	#アグドベニー波セット
ETC_20150918_014371	#バックスタブ攻撃力4倍に増加し、{nl}回避{img red_down_arrow 16 16} 188の減少
ETC_20150918_014372	#ボーコルゾンビの数
ETC_20150918_014375	#演出クエスト一般モンスタードロップ確率10/1
ETC_20150918_014376	#インスタンスダンジョン初期化時間午前9時
ETC_20150918_014501	#この像は動作しません
ETC_20150918_014512	#守護者のオーラを吸収してください！
ETC_20150918_014524	#簡易信号弾を発射しました。{nl}かかった魔族のモンスターを退治してください！
ETC_20150918_014525	#信号弾に引っかかった魔族のモンスターを倒しました！
ETC_20150918_014527	#信号機引っ掛け使用しました{nl}魔族モンスターが罠に十分収まるまで保ちます！
ETC_20150918_014528	#北のどこかで誰か呼んでいます
ETC_20150918_014551	#不発弾を発見！{nl}爆発物についてよく知っているセポマスターと会話してください
ETC_20150918_014552	#不発弾を発見！{nl}不発弾除去ツールボックスを使用してください
ETC_20150918_014554	#倒れた信徒の死体
ETC_20150918_014557	#爆発物を発見！
ETC_20150918_014560	#使えるプレートを見つけました
ETC_20150918_014561	#使えるウィンドウを見つけました
ETC_20150918_014562	#モンスターが出ました
ETC_20150918_014563	#魔族の生命体獲得！
ETC_20150918_014567	#私は今、女神のもとへ行くのでしょうか？
ETC_20150918_014571	#立ってタラの芽ましょう！
ETC_20150918_014572	#住んでいた...！ありがとうございます！
ETC_20150918_014573	#ヒックスを守るために失敗しました。
ETC_20150918_014574	#装置が初期化されました。
ETC_20150918_014575	#指定されたデバイスのだけ有効にしました。
ETC_20150918_014576	#魔方陣がモンスターの生命力を吸収しました。
ETC_20150918_014577	#魔法陣に魔力が充電されて。
ETC_20150918_014579	#サツマイモを照らす中
ETC_20150918_014580	#鉄格子を調べる中
ETC_20150918_014581	#鉄格子は腐食されていました。
ETC_20150918_014582	#ソンカルで木の幹に傷出すの
ETC_20150918_014583	#樹液を採取する適切な傷を出した。
ETC_20150918_014584	#傷が濁ってしっかりとした樹液を採取することは困難！
ETC_20150918_014585	#樹液を採取するの
ETC_20150918_014586	#文句を書くには不足します。
ETC_20150918_014587	#適切な石を発見しました！{nl}アマンダに教えてください
ETC_20150918_014589	#パワー
ETC_20150918_014590	#部品を獲得しました
ETC_20150918_014593	#デルルースがある場所を示す中
ETC_20150918_014594	#使える機器がありません
ETC_20150918_014607	#{Name}様からパーティーに参加を申請しました。
ETC_20150918_014608	#そのパーティーに加入を申請しますか？
ETC_20150918_014650	#カタコンベの地下ダンジョン伝言板
ETC_20150918_014652	#爆弾ボックス
ETC_20150918_014654	#プソクハンフルダミー
ETC_20150918_014656	#受賞した装置
ETC_20150918_014659	#魂のプール
ETC_20150918_014660	#衰退したルグォンガ問い合わせダンジョン伝言板
ETC_20151001_014668	#ペリト射手
ETC_20151001_014669	#ペリト商人
ETC_20151001_014670	#ペリト
ETC_20151001_014671	#ペリトポーター
ETC_20151001_014672	#ペリトパター
ETC_20151001_014673	#ペリト調査屋
ETC_20151001_014674	#ペリトパチンコボトル
ETC_20151001_014675	#ペリトベンドル
ETC_20151001_014685	#大地の女神第ミナよ。
ETC_20151001_014688	#カーライルの魂が苦しむ。
ETC_20151001_014689	#教団の聖物を破壊してください！
ETC_20151001_014703	#少女を追え！
ETC_20151001_014704	#絶対啓示者と会うドォソンない！
ETC_20151001_014706	#切換え！
ETC_20151001_014707	#この..異邦人である！
ETC_20151001_014708	#私たちの救いくれる異邦人が来た！
ETC_20151001_014709	#魔族のトーテムを見てみようミノタウルスが気づいた！
ETC_20151001_014710	#魔族のトーテムを守るミノタウルスを退治してください！
ETC_20151001_014713	#天株価女の子と一緒に消えました！
ETC_20151001_014714	#気にするな。人間！
ETC_20151001_014715	#あいつを倒してください。
ETC_20151001_014725	#ハウバックを支援するボスを倒してください！
ETC_20151001_014727	#隠れていないで出てこい！
ETC_20151001_014731	#ウアト、そこに、助けて！
ETC_20151001_014733	#聖域がどのようにされたのですか？
ETC_20151001_014735	#おっと、聖水！
ETC_20151001_014737	#ドマンチョヨファビオラユース！
ETC_20151001_014738	#ケスターズの記録を盗ん行ったモンスターが再び襲撃してきます！
ETC_20151001_014752	#魔族がだったんじゃないの！
ETC_20151001_014754	#やっぱり...黒い力の正体がその管理人だったの。
ETC_20151001_014755	#あなたモノクローナルを身に着けてみてみて
ETC_20151001_014761	#けどラオマー上部のメリット
ETC_20151001_014762	#広報フレーズ：けどラオマー上部に登録してください！{nl}のメリットの効果：攻撃力と魔法攻撃力が一時的に上昇します！
ETC_20151001_014768	#もうろうとペリト
ETC_20151001_014770	#{img emoticon_0022 30 30}申し訳ありません
ETC_20151001_014771	#{img emoticon_0001 30 30}ありがとう
ETC_20151001_014772	#{img emoticon_0002 30 30}好き
ETC_20151001_014773	#{img emoticon_0010 30 30}驚き
ETC_20151001_014774	#{img emoticon_0016 30 30}泣き
ETC_20151001_014775	#{img emoticon_0007 30 30}愛
ETC_20151001_014776	#{img emoticon_0006 30 30}こんにちは
ETC_20151001_014796	#バラックPCを読み込むことができません。その情報を確認してください。
ETC_20151001_014812	#未知のパケットを送信しました。もしかしたらバラックモードでゾーンのパケットを転送たりノーマルモードでバラックのパケットを受信するにはいませんか？
ETC_20151001_014857	#バラックサーバーに接続するのに失敗しました。サーバーが開いているかどうか、その情報が正しいことを確認してください。
ETC_20151001_014965	#接線パスワードを言ってものは賭け
ETC_20151001_014970	#魔族無力化
ETC_20151001_014972	#魂の香りのコレクション
ETC_20151001_014978	#新鮮な食料を隠したバスケット検索
ETC_20151001_014979	#新鮮な食料汚染させる
ETC_20151001_014980	#ペリト傾向見守る
ETC_20151001_014986	#使える戦闘装備を収集
ETC_20151001_014988	#修理部品検索
ETC_20151001_014989	#文句を書くのに十分な大きさの石を入手する
ETC_20151001_015004	#輝くコケ採取する
ETC_20151001_015005	#モンスターから攻撃受信者支援する
ETC_20151001_015006	#神学者たちの聖域燃やす（1）
ETC_20151001_015008	#神学者の話、そして回復（1）
ETC_20151001_015009	#回復自在に使われる石を入手する
ETC_20151001_015012	#クライアントクライペダ周辺フィールド、ヴォルシャ周辺フィールドの初心者啓示者に上部促進する
ETC_20151001_015013	#物を見つける
ETC_20151001_015014	#エクスプローラを使用して物が埋め込まれた場所を探して物キャッシュ来る
ETC_20151001_015015	#モンスターの新鮮な体液を入手する
ETC_20151001_015016	#周辺の岩の石採取する
ETC_20151001_015017	#モンスターから革ひも救う
ETC_20151001_015018	#革ひもで製本用編み上げ紐束を作る
ETC_20151001_015019	#高原ディフェンス対象NPC
ETC_20151001_015027	#拳銃短剣
ETC_20151001_015033	#必要な最後の息はすべて求めました
ETC_20151001_015041	#召喚柱
ETC_20151001_015042	#クロムバー文様が刻まれた部分を獲得しました！
ETC_20151001_015043	#柱の部分を既に持っています！
ETC_20151001_015044	#けどラオマー上部の祝福！
ETC_20151001_015045	#広報を正常に完了しました！
ETC_20151001_015046	#明らかに文字レベルが1〜10ではありません！
ETC_20151001_015048	#引っ掛けた。 20秒間維持されます！
ETC_20151001_015049	#罠にかかったモンスター
ETC_20151001_015050	#体液抜き出す中
ETC_20151001_015051	#体液を取り出した！
ETC_20151001_015053	#皮ひもを引き続き製本用ひもの束作成中
ETC_20151001_015054	#製本用ひもの束をよく作りました！
ETC_20151001_015055	#革ひもを獲得しました！
ETC_20151001_015056	#研究資料がまくり落ちました！
ETC_20151001_015061	#物を求めました！
ETC_20151001_015062	#検出器の動作
ETC_20151001_015063	#既に物がある場所を発見しました
ETC_20151001_015064	#物があるところがよく検出されません{nl}再び動作させてみてください
ETC_20151001_015065	#検出器の表示範囲外に物があるようです{nl}マップに表示された範囲の内側に移動して動作させてみましょう
ETC_20151001_015068	#物を発掘しました！
ETC_20151001_015071	#フレア引っ掛けた{nl}魔族が罠に魅了されるまで保ちます！
ETC_20151001_015091	#魂の香りを採集しました
ETC_20151001_015109	#浄化の労務バー立てる中
ETC_20151001_015110	#浄化の労務バー立てようマギが弱くなったようです
