QUEST_LV_0200_20150317_000001	フィリパス直属部隊員
QUEST_LV_0200_20150904_009103	モンスターたちが奇襲してきました！{nl}モンスターを先に退治してから蔦を切り落とすことにしましょう！
QUEST_LV_0200_20150904_009104	探知棒を使って金属板が埋まっている場所を探してください！
QUEST_LV_0200_20150904_009105	触れてはならないものに触れてしまいました！{nl}封印されていたアコンを退治してください！
QUEST_LV_0200_20150904_009106	魔族収監所第2区域へ移動して、クポル アルネに会ってください！
QUEST_LV_0200_20150904_009107	チェイペラーの棘毒を集めました。次は茨の毒を集めてください。
QUEST_LV_0200_20150904_009108	茨の毒を集めました。次は泉に溜まった毒液を集めてください。
QUEST_LV_0200_20150904_009109	巡礼者ユリウスはオルゴールを目にした瞬間、ドラペリウンに変身してしまいました。攻撃してくるドラペリウンを武力を使ってでも落ち着かせ、HPを50%以下にしてから話しかけて説得してください。
QUEST_LV_0200_20150904_009110	懺悔路
QUEST_LV_0200_20150904_009111	小作人バイスはこっそり育てた種を隠しておいたものの、モンスターのせいで取りに行けないと言います。農園広場で小作人バイスの種袋を探して来てください。
QUEST_LV_0200_20150904_009112	乾ききっていて汁が出ません！
QUEST_LV_0200_20150904_009113	燃えそうな草をかき集めています
QUEST_LV_0200_20150904_009114	乾燥した草を手に入れました！
QUEST_LV_0200_20150904_009115	茂みの棘に刺されました！
QUEST_LV_0200_20150904_009116	金属板を掘り出しています
QUEST_LV_0200_20150904_009117	埋まっている金属板を掘り出していて転んでしまいましたが、金属板は無事掘り出せました！
QUEST_LV_0200_20150904_009118	いきなり金属板の周辺からモンスターが現れました！
QUEST_LV_0200_20150904_009119	金属板を掘り出しました！
QUEST_LV_0200_20151014_009120	どうせ明日死ぬ運命なら、今日ここで命を捧げます。
QUEST_LV_0200_20151014_009121	ドリッサ礼拝所の廃墟へ運んだようですが、ここを離れることもできず、このままでは餓死してしまいます。{nl}申し訳ありませんが、盗まれた補給品を取り戻してくれませんか？
QUEST_LV_0200_20151014_009122	プリミア・エミネント宰相の時代には精鋭部隊と大量の補給に恵まれていたそうです。{nl}それでも宰相が亡くなってからもう600年ですからね。{nl}
QUEST_LV_0200_20151014_009123	この都市の呪いが解ければ石化した人々も蘇るのでしょうか？{nl}蘇りませんよね。ええ、今後どうなるかが一番大事なのです。
QUEST_LV_0200_20151014_009124	王国を思う気持ちは理解できますが、無理なことをして犠牲者を出し続けているのは…。{nl}一体どちらがモンスターなのでしょうか。
QUEST_LV_0200_20151014_009125	君が手伝ってくれるならな。{nl}もしかしたら、石化の呪いにかかっても生きてさえいれば腕一本失うくらいで{nl}何とかなるかも知れない。
QUEST_LV_0200_20151014_009126	奴は死んだか？よくやった！{nl}これで他の奴が現れるまでは破壊の心配はなさそうだ。
QUEST_LV_0200_20151014_009127	コボス殿堂跡にいるヴィルヘルミナに会ったかい？{nl}カリス騎士団の責任者なんだけど、王国軍に対する不信感を募らせているんだ。{nl}
QUEST_LV_0200_20151014_009128	だからあたいたちともすごく息が合って良好な関係を結んでる。{nl}今回の件も彼女が積極的に手伝ってくれたから計画を練ることができたのさ。{nl}
QUEST_LV_0200_20151014_009129	さぁ、さっきあんたが集めてきた記録をヴィルヘルミナに届けるんだよ。{nl}あたいたちがガーゴイルを突破できるよう助けてくれるって言ってたから、帰ってくる時は忘れずに何かもらって来な。
QUEST_LV_0200_20151014_009130	やっと！王国軍の手に渡っていない記録が来ましたね。{nl}
QUEST_LV_0200_20151014_009131	最初のは…ラブレター？{nl}こんなものは必要ないから、持ち帰って処分するなりしてください。{nl}
QUEST_LV_0200_20151014_009132	う～ん…後は役立ちそうな内容ですね。{nl}アマンダにはこのスクロールを渡してください。{nl}
QUEST_LV_0200_20151014_009133	ガーゴイルと戦うために考案されたスクロールです。{nl}あなたたちがその中で何をしても音が漏れないので、王国軍に気づかれる心配はないでしょう。
QUEST_LV_0200_20151014_009134	カリス騎士団はかなり使えるウィザードたちを雇っているんだ。{nl}きっとあたいたちに役立つものをくれるはずさ。
QUEST_LV_0200_20151014_009135	スクロール？{nl}あたいはバリスタとか魔法武器なんかを期待してたんだけどな…。{nl}
QUEST_LV_0200_20151014_009136	でもこれが今のあたいたちに一番役立つものなんだろ？
QUEST_LV_0200_20151014_009137	ガーゴイルはあんたに任せるよ。{nl}あたいは大地の要塞で必要な物を準備しなきゃならないからさ。{nl}あんたならそんな手強い相手じゃないはずだよ。{nl}
QUEST_LV_0200_20151014_009138	必要な物は何かって？{nl}ああ、特別な力の実体を見られるようにするモノクルらしいね。{nl}それさえ持ってれば宝のある部屋も簡単に見つけられそうだろ？
QUEST_LV_0200_20151014_009139	必要な物は何かって？{nl}ああ、特別な力の実体を見られるようにするモノクルらしいね。{nl}それさえ持ってれば宝のある部屋も簡単に見つけられそうだろ？{nl}
QUEST_LV_0200_20151014_009140	ヴィルヘルミナがくれたあのスクロールは本当にすごいもんだね。{nl}真横にいても何も聞こえなかったからね。{nl}
QUEST_LV_0200_20151014_009141	そろそろ大地の要塞に入ってみるかい？{nl}中で会おうか。
QUEST_LV_0200_20151014_009142	槍は無敵で最強なのです。{nl}シャドウジェイラーが死んだ後の、彼の哀れな顔が見たいものですね。
QUEST_LV_0200_20151014_009143	マナクル墓地でビテレジーナというモンスターが人々を襲っているらしい。{nl}どう思う？俺の最高のスキルを学ぶ授業料と考えてくれればいい。
QUEST_LV_0200_20151014_009144	君に銃と剣が与えられたらどちらを選択する？{nl}私ならばどちらもいただくよ。
QUEST_LV_0200_20151014_009145	我の霊魂は千々に裂かれて封印石に閉じ込められている。{nl}実験体スライムの監視から、我を解き放ってくれ。
QUEST_LV_0200_20151014_009146	また別の我の欠片はそなたを呼ぶ声を失った。{nl}アルマから我の声を取り戻してほしい。
QUEST_LV_0200_20151014_009147	この封印を解いてくれ。{nl}フラスコメイジから束縛の結晶を集めて壊せば封印が解けるだろう。
QUEST_LV_0200_20151014_009148	契約は履行されねばならぬ。さあ、我を解き放つのだ。{nl}監視者が倒されるたびに、我の霊魂は自由を取り戻していく…。
QUEST_LV_0200_20151014_009149	我の霊魂はこの世の至る場所に散らばっている。{nl}大昔、霊魂が千々に裂かれたのだ。{nl}
QUEST_LV_0200_20151014_009150	我の欠片たちは一体どこに……。
QUEST_LV_0200_20151014_009151	火の壺？もちろん知ってますよ。{nl}でもタダってわけにはいきません。{nl}サクニス平原にいるブループラギから固まった油を集めてくだされば、考えてみますよ。
QUEST_LV_0200_20151014_009152	これから現れる私の弟子のために、大又の道にイケてるプレゼントを用意しといたんだ。{nl}フフ、喜んでくれるといいけど。
QUEST_LV_0200_20151014_009153	本当にすごいね。{nl}あんたは私の呪術を理解するのにぴったりって感じ。
QUEST_LV_0200_20151014_009154	これはソーマタージュマスターから君に渡すよう頼まれた物だ。{nl}君が来なければ私がいただこうと思っていたんだが、残念だな。
QUEST_LV_0200_20151014_009155	私たちが悪魔を操ってるって非難する人たちもいるわ。{nl}でも女神の敵を消せるなら何だってするつもりよ。
QUEST_LV_0200_20151014_009156	それぞれの願いを抱きながら巡礼の道を進む人々にとって、これはどれほど残酷な呪いだろう。{nl}呪いの実体すら見つけられないとは…本当に怒りが込み上げるよ。
QUEST_LV_0200_20151014_009157	昔は自分が啓示者ではないことが本当に腹立たしかった。{nl}しかしある啓示者が魔術師の塔を救ったという話を聞いて考えが変わったよ。{nl}
QUEST_LV_0200_20151014_009158	彼らは彼らの神聖なる義務を果たし、私は私の義務を果たせば、女神が戻ってくるのではないか、と…。
QUEST_LV_0200_20151014_009159	この森にかけられた呪いの実体が大聖堂を狙っていたとは…。{nl}幸いある啓示者のおかげで阻止することができたが、自分の無力さが恥ずかい限りだ。
QUEST_LV_0200_20151014_009160	ここの呪いも深刻だけど、それよりもっとひどい呪いがかけられた場所もあるわ。{nl}ルクリスの街…石化の呪いのせいですべてが石になるって聞いたわ。
QUEST_LV_0200_20151014_009161	神樹の日以降、人々を助けるために魔術師の塔を出たのは間違いだったのかも。{nl}たぶん…啓示者ではなく私が塔を救うこともできただろうから。
QUEST_LV_0200_20151014_009162	この一帯に呪いをかけた魔将を大聖堂で阻止したという啓示者の話を聞いたわ。 {nl}もうこれ以上…呪いで苦しむ人たちは増えないでしょうね。
QUEST_LV_0200_20151014_009163	これまで本当に多くの場所に行ったが、その中でもここは本当にひどいな。{nl}呪いにかかった人々を助けたくても、安らかに眠る手助けをするのがやっとだ。
QUEST_LV_0200_20151014_009164	ある啓示者が魔術師の塔を攻撃していた魔将を倒したらしいな？{nl}最近聞いた知らせでは一番良いものだったよ。{nl}他はすべておぞましい知らせばかりだったからな。
