QUEST_LV_0100_20150317_000001	警戒兵
QUEST_LV_0100_20151223_011551	この先…キルヌマ経堂にロゼがいるはずです。{nl}私の力で助け出したいところですが…無力な自分が恨めしいです…。{nl}
QUEST_LV_0100_20151223_011552	どうか手遅れでないよう…。{nl}もし手遅れだったとしても、絶対にあなたを恨んだりはしません。
QUEST_LV_0100_20151223_011553	あなたが…また私を助けてくれたんですね？{nl}兄さんも…苦しかったでしょう？{nl}
QUEST_LV_0100_20151223_011554	本当は兄だけでも生きて逃げてくれることを願ったつもりだったんですが…。{nl}こうしてまた会えたことが本当に嬉しい…私ったら嘘つきですね。{nl}
QUEST_LV_0100_20151223_011555	ここが女神のもとでないならば、生きているんでしょう…まだ信じられない。{nl}それから、私は…そう。{nl}もう分かったんです。何をすべきなのか…。
QUEST_LV_0100_20151223_011556	私は…胞子に感染しています。{nl}ご心配なく。私は適合者なので、死ぬことはないでしょう。{nl}
QUEST_LV_0100_20151223_011557	でも、知らないうちに死の胞子を吐き出すかもしれないので…{nl}もう村へは帰れませんね。{nl}
QUEST_LV_0100_20151223_011558	大丈夫です。{nl}あなたが助けてくれたこの命…。何よりも大切にしますから。{nl}
QUEST_LV_0100_20151223_011559	そうそう、あなたに伝えたいことがあるんです。{nl}ウィザードに精神を支配された時、逆に彼の記憶が流れ込んで来ました。
QUEST_LV_0100_20151223_011560	あのウィザードは…魔族に魂を売ってしまったのです…{nl}他にもこの計画の主導者と同調者が何人かいて…。{nl}
QUEST_LV_0100_20151223_011561	なにもかも神樹とつながっていたんです。{nl}
QUEST_LV_0100_20151223_011562	神樹と人間は共存できない存在…。{nl}彼らは死の胞子がオルシャまで届くように、巨大なワラビを作ったみたい。{nl}
QUEST_LV_0100_20151223_011563	それをコントロールするには、ワラビの胞子に感染しても耐えられる人間が必要でした。{nl}そこで適合者を探していて…それが私だったということ。{nl}
QUEST_LV_0100_20151223_011564	あの巨大ワラビのところにあった赤い液体は、フェルケ神殿跡のもの。{nl}それから、レータス小川にも謎の光が集まるのが見えた…。{nl}
QUEST_LV_0100_20151223_011565	魔族と人間の同調者たちはかなり大きなことを企んでいるようだった…。{nl}私の頭では理解しきれないほどに…。{nl}
QUEST_LV_0100_20151223_011566	私がお話しできるのはこれくらい…。{nl}それ以外にも断片的なものも見えたんですが、うまくお話しできそうにありません。{nl}ごめんなさい。
QUEST_LV_0100_20151223_011567	ふぅ…カルーの森に到着した時から、ずっと緊張しっぱなしだったけど…{nl}やっと少し休めそう。{nl}
QUEST_LV_0100_20151223_011568	何もかもあなたのおかげね。{nl}本当に…本当にありがとう。
QUEST_LV_0100_20151223_011569	完璧な適合者ではありませんでしたが、私も実験を受けていますからね。{nl}もう私も胞子に感染しているだろうし…ロゼの傍で共に生きるつもりです。{nl}
QUEST_LV_0100_20151223_011570	でも…その…実はモンスターが心配です。{nl}まだ私も身体が自由には動かないので…。{nl}
QUEST_LV_0100_20151223_011571	この程度のモンスターなら、私くらいでもどうにかできるのですが…。{nl}それも身体が万全の時の話です。情けないです…。{nl}
QUEST_LV_0100_20151223_011572	あなたには助けられてばかりでしたね。{nl}消えた女神よりもあなたの方がずっと頼もしいとさえ思いますよ。
QUEST_LV_0100_20151223_011573	私の身体が回復すれば、モンスターはどうにかできるはずですが…。{nl}まだ修道院に残っている魔族に対抗できる自信はありません。{nl}
QUEST_LV_0100_20151223_011574	だからと言って、あなたに魔族を一体残らず滅ぼしてほしいとまでは言えないので…{nl}困りましたね。{nl}
QUEST_LV_0100_20151223_011575	そうだ。オルシャのデアミスさんに何度かお世話になったことがあります。{nl}ウィザードのサブマスターなので、こちらの事情を伝えてもらえませんか？
QUEST_LV_0100_20151223_011576	ウィザードサブマスター
QUEST_LV_0100_20151223_011577	エドムンダスさんなら、知っていますよ。{nl}入手困難な薬草を誰よりも早く手に入れてくれた方ですから。{nl}
QUEST_LV_0100_20151223_011578	その方がそんなことに…お気の毒ですね…。
QUEST_LV_0100_20151223_011579	そうそう、私たちの事情はデアミスさん以外に口外なさらないでください。{nl}他の人の恐怖の対象になることはもちろん、何より見世物にはなりたくないんですからね。
QUEST_LV_0100_20151223_011580	ご心配なく。{nl}絶対に他の人に彼らのことを口外しませんから。{nl}
QUEST_LV_0100_20151223_011581	私にも今すぐ彼らをどうにかすることはできませんが…{nl}二人くらいなら、魔族から攻撃を受けないよう保護の結界を作ることはできるはずです。
QUEST_LV_0100_20151223_011582	木は森に隠せと言います。{nl}魔族の物で魔族の目を騙すのですよ。{nl}
QUEST_LV_0100_20151223_011583	私が保護の結界水晶製造書と空の結界水晶を差し上げます。{nl}デッドボーンスキャップの魔石を手に入れて保護の結界水晶を作り、届けてください。
QUEST_LV_0100_20151223_011584	あなたとラッシュがいなければ、私は魔族かモンスターに…。{nl}想像もしたくありません。
QUEST_LV_0100_20151223_011585	ロゼのために本来行くはずだった村ではなくここへ来たせいで損害が大きいですが…。{nl}それでもロゼの故郷の人たちが無事だと良いですね。
QUEST_LV_0100_20151223_011586	私も何とか彼らを救う方法を探してみます。{nl}エドムンダスさんによろしくお伝えくださいね。
QUEST_LV_0100_20151223_011587	数か月前からクニドスの森に魔族が現れ始めたんです。{nl}この辺りは良い薬草が多かったけど…もう来られませんね。
QUEST_LV_0100_20151223_011588	本当に世界は滅びつつあるんですね。{nl}同じことを4年前の神樹の日にも思ったんですが…。
QUEST_LV_0100_20151223_011589	保護の結界水晶を置けば、魔族が彼らを襲うことはないでしょう。{nl}でも、それよりも根本的な解決策を探さなければなりません。{nl}
QUEST_LV_0100_20151223_011590	ワラビの胞子を治療するまでは、村へは戻れません。{nl}もしかしたら、一生ここで暮らすことになるかも…。{nl}
QUEST_LV_0100_20151223_011591	大丈夫です。{nl}ロゼと再会できたことだけでも感謝していますから。{nl}
QUEST_LV_0100_20151223_011592	色々とありがとうございました。{nl}また会えるかどうかは分かりませんが、私たちは絶対にあなたのことを忘れないでしょう。
QUEST_LV_0100_20151223_011593	修道院で行われた実験が二度と繰り返されないように…この悲劇を皆に知らせて、同じことが起きないようにしなければなりません。
QUEST_LV_0100_20151223_011594	修道院で起きた実験に関する資料があるはずです。ウィザードが遺した実験日誌や資料を探してください。
QUEST_LV_0100_20151223_011595	ウィザードの実験日誌のような資料を探すのは難しいかもしれませんが、修道院で起きた事件を皆に知らせなければならないんです。
QUEST_LV_0100_20151223_011596	これがノヴァハ本院で見つかった資料ですか？
QUEST_LV_0100_20151223_011597	まだ見つかっていない資料がもっとあるはずです。 {nl}でもこれ以上あなたにお願いすることはできないので、私も一度探しに行ってみます。
QUEST_LV_0100_20151223_011598	最後にもう一つだけお願いしてもいいですか？{nl}あのウィザードの記憶の中で、巨大ワラビの胞子を培養する装置を見たんです。
QUEST_LV_0100_20151223_011599	巨大ワラビの胞子を培養できれば、また同じことが起きてしまう。{nl}二度と…あんな恐ろしい実験は…させない。{nl}
QUEST_LV_0100_20151223_011600	培養装置の動力源さえ抜き取れば、胞子は死んでしまうはず。{nl}でも、動力源は順序どおりに取り除かなければ、また作動してしまいます。{nl}
QUEST_LV_0100_20151223_011601	胞子培養装置はソトラス礼拝所の中にあります。{nl}失敗しても落ち着いて…正しい順序を把握するのはそう難しくないはずです。
QUEST_LV_0100_20151223_011602	精神支配も悪い事ばかりではありませんね。{nl}動力源さえ取り除けば、胞子は勝手に死んでいくはずです。{nl}
QUEST_LV_0100_20151223_011603	これ以上こんな恐ろしい計画を繰り返させてはいけません。{nl}もしそうなることがあったら、私と兄が阻止します。
QUEST_LV_0100_20151223_011604	このシールドが解かれれば兄を連れて行けるのに…。{nl}シールドが解けないんです。{nl}
QUEST_LV_0100_20151223_011605	近くにきっとシールドを解放する方法があるはずです。{nl}ちょっと探してみてもらえませんか？
